data
000
198154886950
198154886950
197530440281
010
198153128389
198154011406
198154011413
020
197531779373
197530488689
197531675576
198154466114
001
197530696381
197528343907
197530440298
197530440304
197531285676
198153128365
195133239776
011
197530617065
197531579195
197531569301
021
197530440267
196804555607
197530667107
031
197531779076
197531569288
002
195133239776
195133225618
195133231664
195133231688
012
195133215725
195133246705
195133232692
195133231718
022
195133246699
032
195133270731
195133254694
195133254694
195133252386
195133208734
042
195133241656
195133241656
100
197105393691
197105636378
197105463035
197105696181
110
197105733367
197105733367
197105733374
197105733374
197105551909
197105696204
197105653542
130
197105586383
197105051393
197105586376
140
197105462991
197105462991
197105462984
197105463011
197105753983
197105462984
101
197105696181
197105463035
197105463042
197105300217
197105300217
111
197105765337
197105765337
197105586390
197105618787
197105636347
197105636354
197105519305
197105733404
121
197105765337
197105765337
197105401587
197105401587
197105401594
131
197105401723
197105586369
197105586369
197105653542
197105401594
197105401594
197105448117
197105443266
215
141
197105462915
884116431206
884116429708
884116431190
884116426844
884116429821
884116429821
102
197105300217
197105300217
197105300217
197105300217
112
197105733404
197105462809
197105462809
197105682412
197105462809
197105462809
197105051171
122
197105682412
197105051393
197105401778
197105462595
197105401884
197105652699
197105652699
197105462854
132
884116431268
884116431022
884116426820
884116426820
884116426820
884116431275
884116431022
884116431268
884116431268
884116431268
884116431268
884116426844
884116426844
142
884116431190
884116431190
884116431190
884116429821
884116426844
884116429821
884116431107
884116431107
884116426820
884116431152
884116431152
884116431169
884116431107
884116431107
200
197192924839
197192924839
198122323494
197961183894
197961183894
210
197497383386
197497383386
198122365579
198122322473
198122322473
220
197961180435
197961180435
198122362950
198122362950
230
884116431282
884116431282
884116431039
884116431251
884116431251
240
824142379721
824142333037
824142339411
824142347379
824142354155
824142379721
824142354155
824142333037
824142333037
824142347263
824142387405
201
196786923388
196786923388
196786923388
198122322466
198122197248
198122322428
198122322428
197961010886
198122322503
198122323524
211
197961897814
197192927052
198701639596
198701639596
198701639596
198701639602
198701639602
221
197192922910
197192922910
231
198122365579
198122367566
198122367566
198122367566
198122367566
241
198701936015
198122330041
198122330041
198122367566
202
198701639602
198122561803
198122561803
197961897708
197961897708
197961045161
212
198701639602
198122561803
197961897708
197961045161
222
197192922910
197497271140
198701271512
198701032199
232
198122322459
198122322459
198122221943
197192924839
197192924839
197192924839
242
197497271140
